HEADER	SPOT	GRID	TOP	LEFT	BOT	RIGHT	ROW	COL	CH1I	CH1B	CH1AB	CH2I	CH2B	CH2AB	SPIX	BGPIX	EDGE	RAT2	MRAT	REGR	CORR	LFRAT	CH1GTB1	CH2GTB1	CH1GTB2	CH2GTB2	CH1EDGEA	CH2EDGEA	FLAG	CH1KSD	CH1KSP	CH2KSD	CH2KSP
REMARK	SOFTWARE	ScanAlyze
REMARK	SOFTVERS	2.44
REMARK	CH1 IMAGE	Def664Cy3
REMARK	CH2 IMAGE	Def664Cy5
REMARK	GRID FILE	C:\Documents and Settings\cbio07\Desktop\mod8tp08\group7\group7.SAG
REMARK	DATE	5.15.2001
REMARK	TIME	14:29:16
SPOT	95	2	486	722	501	737	7	4	1716	147	353	1380	1535	1580	177	1494	0	-0.09879	0.2471	-0.04991	-0.1287	17.08	0.7401	0.322	0.7175	0.07345	0.3473	0.1337	0	0.4657	7.495E-31	0.1947	9.593E-06
SPOT	96	2	487	773	502	788	7	5	1530	190	375	1216	1416	1452	177	1475	0	-0.1493	0.4411	-0.1468	-0.3389	5.709	0.7514	0.322	0.7119	0.06215	0.3147	0.1471	0	0.4434	5.745E-28	0.2005	4.698E-06
SPOT	97	2	488	824	503	839	7	6	4716	178	522	2823	1333	1441	177	1463	0	0.3283	0.3417	0.3179	0.8457	0.33	0.7966	0.7401	0.7514	0.565	0.3109	0.1577	0	0.5243	6.711E-39	0.4753	4.719E-32
SPOT	98	2	488	875	503	890	7	7	2685	204	847	1253	1212	1983	177	1442	0	0.01653	0.1697	0.9012	0.6935	1.453	0.8136	0.4802	0.7797	0.1299	0.3268	0.1373	0	0.4845	3.098E-33	0.06343	5.367E-01
SPOT	99	3	533	110	548	125	1	1	11525	137	285	9607	1693	1758	177	1496	0	0.6949	0.7242	0.6412	0.9319	0.6704	0.9435	0.9153	0.9209	0.8079	0.3384	0.2338	0	0.7752	0.000E+00	0.7422	0.000E+00
SPOT	100	3	533	161	548	176	1	2	11075	172	331	10032	1464	1525	177	1496	0	0.7858	0.7626	0.673	0.9019	0.7235	0.9266	0.9548	0.9153	0.8701	0.3375	0.2441	0	0.7322	0.000E+00	0.7936	0.000E+00
SPOT	101	3	534	211	549	226	1	3	2708	181	321	3174	1459	1504	177	1493	0	0.6787	0.6861	0.5224	0.7312	0.6357	0.8927	0.8644	0.8757	0.7288	0.3131	0.1585	0	0.6736	0.000E+00	0.6616	0.000E+00
SPOT	102	3	535	262	550	277	1	4	9879	181	333	10359	1448	1497	177	1490	0	0.9188	0.905	0.8451	0.934	0.8985	0.904	0.9096	0.904	0.7797	0.367	0.266	0	0.7314	0.000E+00	0.7171	0.000E+00
SPOT	103	3	535	313	550	328	1	5	6540	219	372	5623	1440	1502	177	1494	0	0.6618	0.6772	0.5864	0.8764	0.6344	0.887	0.8927	0.8531	0.791	0.338	0.2278	0	0.7042	0.000E+00	0.7331	0.000E+00
SPOT	104	3	536	364	551	379	1	6	2325	225	381	1908	1433	1493	177	1492	0	0.2262	0.3239	0.1245	0.2906	0.1491	0.8192	0.6949	0.7797	0.3164	0.3564	0.1464	0	0.6069	0.000E+00	0.2619	4.768E-10
SPOT	105	3	537	414	552	429	1	7	3493	191	353	2818	1493	1544	177	1486	0	0.4013	0.4873	0.2536	0.6365	0.2782	0.8475	0.8418	0.8192	0.6215	0.3736	0.1622	0	0.6048	0.000E+00	0.5163	8.368E-38
SPOT	106	3	583	110	598	125	2	1	14150	164	302	26097	1816	1866	177	1491	0	1.736	1.732	1.595	0.9469	1.73	0.9605	0.9605	0.9492	0.8701	0.3576	0.2805	0	0.764	0.000E+00	0.8207	0.000E+00
SPOT	107	3	584	160	599	175	2	2	10658	162	323	15936	1705	1755	177	1491	0	1.356	1.358	1.234	0.9297	1.356	0.9661	0.8927	0.9379	0.8136	0.3607	0.2913	0	0.7496	0.000E+00	0.7953	0.000E+00
SPOT	108	3	584	211	599	226	2	3	18067	207	359	15450	1631	1673	177	1493	0	0.7737	0.7444	0.7076	0.9372	0.7413	0.9548	0.9379	0.9379	0.8475	0.3391	0.2612	0	0.7901	0.000E+00	0.7679	0.000E+00
SPOT	109	3	585	262	600	277	2	4	23041	250	405	20831	1741	1801	177	1490	0	0.8376	0.8271	0.7689	0.9384	0.8089	0.9774	0.9605	0.9379	0.8418	0.3367	0.2593	0	0.8173	0.000E+00	0.7806	0.000E+00
SPOT	110	3	586	313	601	328	2	5	7099	229	378	4739	1594	1640	177	1494	0	0.4578	0.4775	0.3921	0.8521	0.4127	0.9096	0.8757	0.8475	0.7232	0.3461	0.1963	0	0.6686	0.000E+00	0.6577	0.000E+00
SPOT	111	3	587	363	602	378	2	6	14074	220	381	16159	1528	1599	177	1492	0	1.056	1.023	0.9513	0.9318	1.023	0.9153	0.8927	0.8814	0.8418	0.3593	0.2606	0	0.729	0.000E+00	0.7675	0.000E+00
SPOT	112	3	587	414	602	429	2	7	16437	245	403	14496	1639	1696	177	1487	0	0.794	0.7761	0.7084	0.9212	0.7523	0.9266	0.9548	0.8983	0.8305	0.3629	0.27	0	0.7047	0.000E+00	0.7569	0.000E+00
SPOT	113	3	633	109	648	124	3	1	29991	159	331	39045	1847	1915	177	1376	0	1.247	1.217	1.183	0.9553	1.251	0.9492	0.9774	0.9379	0.8757	0.3761	0.2982	0	0.7947	0.000E+00	0.8197	0.000E+00
SPOT	114	3	634	160	649	175	3	2	41270	214	386	48284	1964	2081	177	1375	0	1.128	1.044	0.9979	0.9444	1.06	0.9774	0.9774	0.9774	0.9605	0.3458	0.2603	0	0.8789	0.000E+00	0.916	0.000E+00
SPOT	115	3	635	211	650	226	3	3	7351	212	389	14853	1881	1975	177	1382	0	1.817	1.851	1.613	0.9112	1.86	0.8983	0.8983	0.8701	0.8136	0.3316	0.2371	0	0.6835	0.000E+00	0.7622	0.000E+00
SPOT	116	3	635	262	650	277	3	4	1660	204	363	1417	1739	1789	177	1390	0	-0.2212	0.3951	-0.2058	-0.3406	3.381	0.887	0.2881	0.8588	0.0791	0.3054	0.1554	0	0.5946	0.000E+00	0.302	4.022E-13
SPOT	117	3	636	312	651	327	3	5	2013	231	391	1174	1619	1703	177	1389	0	-0.2497	0.3326	-0.06107	-0.1028	10.69	0.8701	0.2373	0.8418	0.0226	0.3144	0.1729	0	0.6552	0.000E+00	0.3629	9.470E-19
SPOT	118	3	637	363	652	378	3	6	1556	217	365	988	1556	1603	177	1395	0	-0.4242	0.2897	-0.2347	-0.3868	3.022	0.8475	0.1751	0.791	0.01695	0.329	0.2297	0	0.5609	3.083E-44	0.4295	4.152E-26
SPOT	119	3	638	414	653	429	3	7	1296	248	375	1212	1528	1586	177	1410	0	-0.3015	0.4825	-0.1613	-0.2469	3.817	0.8531	0.2599	0.8023	0.0452	0.3261	0.1846	0	0.4924	3.166E-34	0.3245	4.199E-15
SPOT	120	3	684	109	699	124	4	1	6306	182	364	9904	1725	1806	177	1380	0	1.336	1.312	1.197	0.9028	1.365	0.9096	0.9379	0.8927	0.8249	0.2974	0.1976	0	0.773	0.000E+00	0.7779	0.000E+00
SPOT	121	3	684	160	699	175	4	2	45453	275	551	52290	1913	2112	177	1385	0	1.115	1.073	1.017	0.9573	1.065	0.9944	1	0.9887	0.9887	0.2783	0.2213	0	0.9199	0.000E+00	0.9466	0.000E+00
SPOT	122	3	685	211	700	226	4	3	47517	283	879	52647	1956	3063	177	1382	0	1.073	1.045	1.023	0.9777	1.047	0.9774	0.9831	0.9661	0.9548	0.2394	0.1659	0	0.861	0.000E+00	0.8824	0.000E+00
SPOT	123	3	686	261	701	276	4	4	46864	306	582	52406	1877	2479	177	1393	0	1.085	1.008	0.9795	0.9462	1.037	0.9661	0.9887	0.9661	0.9548	0.2804	0.1954	0	0.8779	0.000E+00	0.8846	0.000E+00
SPOT	124	3	687	312	702	327	4	5	27984	317	545	25217	1674	1948	177	1402	0	0.8509	0.8399	0.7541	0.9173	0.8079	0.9605	0.9379	0.9548	0.8644	0.2905	0.2382	0	0.8148	0.000E+00	0.8106	0.000E+00
SPOT	125	3	687	363	702	378	4	6	19524	335	560	24982	1532	1759	177	1395	0	1.222	1.171	1.125	0.8902	1.3	0.9887	0.9661	0.9605	0.9096	0.2571	0.2417	0	0.8832	0.000E+00	0.8734	0.000E+00
SPOT	126	3	688	414	703	429	4	7	28649	404	1200	25356	1708	2484	177	1415	0	0.8372	0.8396	0.819	0.9372	0.8661	0.9944	0.9887	0.9944	0.9718	0.1463	0.1635	0	0.9336	0.000E+00	0.9286	0.000E+00
SPOT	127	3	734	109	749	124	5	1	354	161	326	1627	1626	1669	177	1393	0	0.005181	0.9079	0.1098	0.08454	6.412	0.5311	0.4576	0.435	0.0791	0.4113	0.1234	0	0.06113	5.870E-01	0.07292	3.615E-01
SPOT	128	3	735	160	750	175	5	2	342	178	334	1634	1525	1592	177	1394	0	0.6646	1.632	0.1047	0.07668	8.377	0.5593	0.548	0.452	0.1186	0.3808	0.1078	0	0.06981	4.153E-01	0.076	3.127E-01
SPOT	129	3	735	210	750	225	5	3	254	157	305	1526	1469	1516	177	1395	0	0.5876	1.234	-0.05192	-0.03448	0.04089	0.4633	0.4859	0.3559	0.1017	0.3902	0.1212	0	0.09622	1.028E-01	0.03833	9.725E-01
SPOT	130	3	736	261	751	276	5	4	305	159	318	1506	1411	1465	177	1393	0	0.6507	1.131	0.03848	0.02907	19.6	0.4689	0.5254	0.4124	0.1356	0.3937	0.1274	0	0.06078	5.944E-01	0.05832	6.468E-01
SPOT	131	3	737	312	752	327	5	5	358	188	340	1258	1216	1259	177	1402	0	0.2471	1.276	-0.02413	-0.01999	0.05275	0.4859	0.4859	0.4124	0.1412	0.392	0.1341	0	0.06043	6.013E-01	0.04944	8.279E-01
SPOT	132	3	738	363	753	378	5	6	422	245	391	1068	1086	1133	177	1423	0	-0.1017	1.187	-0.06143	-0.05956	0.6077	0.5593	0.435	0.435	0.0904	0.335	0.1362	0	0.07884	2.707E-01	0.09207	1.312E-01
SPOT	133	3	738	413	753	428	5	7	527	348	505	1200	1189	1254	177	1426	0	0.06145	0.9416	0.05468	0.05614	0.6363	0.5141	0.4746	0.4068	0.1299	0.317	0.144	0	0.08022	2.523E-01	0.06869	4.343E-01
SPOT	134	3	784	109	799	124	6	1	362	212	388	1722	1566	1640	177	1396	0	1.04	1.27	-0.005339	-0.008859	119.3	0.5085	0.5537	0.3898	0.1751	0.3968	0.1204	0	0.03437	9.915E-01	0.08587	1.878E-01
SPOT	135	3	785	159	800	174	6	2	383	166	320	1369	1440	1503	177	1398	0	-0.3272	1.032	-0.06252	-0.04813	0.09022	0.5424	0.4237	0.4576	0.06215	0.3689	0.1245	0	0.1018	7.208E-02	0.1307	8.329E-03
SPOT	136	3	786	210	801	225	6	3	329	119	277	1525	1440	1491	177	1397	0	0.4048	1.024	0.05638	0.04024	17.15	0.5367	0.5593	0.4746	0.08475	0.4377	0.1149	0	0.106	5.438E-02	0.07883	2.720E-01
SPOT	137	3	787	261	802	276	6	4	242	164	322	1427	1352	1389	177	1407	0	0.9615	1.896	0.04068	0.02989	21	0.4181	0.5085	0.3559	0.1186	0.4369	0.1215	0	0.1059	5.465E-02	0.06188	5.706E-01
SPOT	138	3	787	312	802	327	6	5	270	152	318	1215	1189	1227	177	1424	0	0.2203	1.165	-0.03038	-0.02337	0.04397	0.452	0.4746	0.3785	0.1243	0.4355	0.1398	0	0.0849	1.971E-01	0.06016	6.061E-01
SPOT	139	3	788	362	803	377	6	6	480	239	386	1200	1048	1099	177	1423	0	0.6307	0.6347	0.0401	0.04375	0.2368	0.5198	0.6215	0.4689	0.1864	0.3817	0.1234	0	0.1121	3.531E-02	0.135	5.738E-03
SPOT	140	3	789	413	804	428	6	7	407	261	399	1155	1080	1145	177	1426	0	0.5137	1.101	0.04154	0.04059	1.722	0.5028	0.4689	0.3616	0.1525	0.3991	0.1231	0	0.05136	7.903E-01	0.05543	7.068E-01
SPOT	141	3	835	108	850	123	7	1	384	176	372	1762	1710	1777	177	1410	0	0.25	1.05	0.004773	0.0105	0.006018	0.5706	0.5198	0.5254	0.0791	0.4054	0.1148	0	0.1175	2.376E-02	0.05722	6.695E-01
SPOT	142	3	836	159	851	174	7	2	282	157	310	1722	1692	1757	177	1412	0	0.24	1.597	0.07161	0.04649	19.21	0.5141	0.5085	0.4011	0.07345	0.4138	0.1067	0	0.06943	4.213E-01	0.078	2.829E-01
SPOT	143	3	836	210	851	225	7	3	265	121	300	1606	1692	1723	177	1410	0	-0.5972	1.064	-0.01745	-0.01238	0.01768	0.4463	0.3729	0.3842	0.0565	0.4619	0.1094	0	0.1051	5.774E-02	0.1532	1.074E-03
SPOT	144	3	837	261	852	276	7	4	317	209	486	1612	1432	1587	177	1406	0	1.667	1.767	0.5077	0.5374	0.8995	0.4689	0.6441	0.3446	0.1751	0.3987	0.1207	0	0.07755	2.894E-01	0.1547	9.206E-04
SPOT	145	3	838	311	853	326	7	5	317	223	388	1062	1043	1088	177	1429	0	0.2021	1.09	-0.01379	-0.01241	0.05857	0.4915	0.4746	0.3559	0.1525	0.3863	0.1509	0	0.1061	5.353E-02	0.04766	8.585E-01
SPOT	146	3	838	362	853	377	7	6	461	241	394	1081	1017	1067	177	1434	0	0.2909	0.9302	-0.03157	-0.03285	2.792	0.5819	0.548	0.4633	0.1186	0.335	0.1325	0	0.09427	1.147E-01	0.07654	3.028E-01
SPOT	147	3	839	413	854	428	7	7	378	252	411	1180	1121	1196	177	1430	0	0.4683	0.6836	0.1645	0.09226	13.32	0.435	0.5876	0.3616	0.1073	0.3791	0.1175	0	0.08203	2.295E-01	0.0949	1.106E-01
SPOT	148	4	530	568	545	583	1	1	3081	145	290	2998	1531	1570	177	1498	0	0.4997	0.5149	0.4229	0.7338	0.4846	0.9379	0.8531	0.9266	0.6949	0.3139	0.1524	0	0.7059	0.000E+00	0.5994	0.000E+00
SPOT	149	4	531	619	546	634	1	2	4302	156	344	5016	1607	1662	177	1489	0	0.8222	0.8103	0.6134	0.7864	0.7306	0.8983	0.904	0.8701	0.774	0.3201	0.1771	0	0.6911	0.000E+00	0.7291	0.000E+00
SPOT	150	4	532	670	547	685	1	3	4527	161	315	4606	1688	1722	177	1465	0	0.6683	0.6684	0.5886	0.8274	0.6649	0.8701	0.8362	0.8362	0.7401	0.3192	0.1783	0	0.7061	0.000E+00	0.7109	0.000E+00
SPOT	151	4	532	721	547	736	1	4	4745	162	319	4945	1635	1669	177	1437	0	0.7222	0.7127	0.5926	0.8225	0.6735	0.9096	0.8983	0.8701	0.7571	0.3287	0.1869	0	0.7083	0.000E+00	0.7176	0.000E+00
SPOT	152	4	533	772	548	787	1	5	2726	183	351	1707	1575	1617	177	1422	0	0.05191	0.1552	0.05966	0.1645	0.06837	0.9887	0.548	0.9774	0.09605	0.2379	0.1179	0	0.8738	0.000E+00	0.1051	5.762E-02
SPOT	153	4	534	823	549	838	1	6	4998	164	308	2393	1361	1425	177	1405	0	0.2135	0.231	0.1736	0.6639	0.1803	0.8588	0.8249	0.8362	0.5876	0.3729	0.1596	0	0.6305	0.000E+00	0.4891	9.247E-34
SPOT	154	4	534	874	549	889	1	7	4082	159	312	3009	1297	1376	177	1377	0	0.4364	0.4332	0.3632	0.7835	0.3916	0.8701	0.8418	0.8588	0.7006	0.3553	0.1603	0	0.6643	0.000E+00	0.6137	0.000E+00
SPOT	155	4	580	567	595	582	2	1	7903	182	334	5462	1714	1768	177	1497	0	0.4854	0.4921	0.4239	0.8554	0.4487	0.9266	0.8983	0.904	0.7514	0.349	0.1924	0	0.7198	0.000E+00	0.6972	0.000E+00
SPOT	156	4	581	618	596	633	2	2	10964	192	368	14629	1779	1845	177	1488	0	1.193	1.178	1.113	0.9515	1.179	0.9548	0.9548	0.9209	0.8249	0.3355	0.2515	0	0.7378	0.000E+00	0.7616	0.000E+00
SPOT	157	4	581	669	596	684	2	3	1855	167	356	1648	1860	1918	177	1464	0	-0.1256	0.3367	-0.07939	-0.1689	9.912	0.8757	0.3446	0.8079	0.0339	0.3517	0.128	0	0.5468	2.831E-42	0.1846	3.390E-05
SPOT	158	4	582	720	597	735	2	4	9270	205	361	3397	1674	1729	177	1436	0	0.1901	0.1934	0.1746	0.8007	0.1776	0.9435	0.8418	0.8983	0.6836	0.3546	0.1676	0	0.7334	0.000E+00	0.6103	0.000E+00
SPOT	159	4	583	772	598	787	2	5	2876	197	341	2605	1607	1671	177	1421	0	0.3725	0.3915	0.2735	0.5998	0.3118	0.8475	0.8362	0.8192	0.5537	0.3309	0.1331	0	0.6547	0.000E+00	0.5113	6.744E-37
SPOT	160	4	584	823	599	838	2	6	18333	218	395	15361	1570	1622	177	1406	0	0.7613	0.7405	0.7065	0.9465	0.7346	0.9379	0.8983	0.9266	0.8023	0.3362	0.2675	0	0.7631	0.000E+00	0.7631	0.000E+00
SPOT	161	4	584	874	599	889	2	7	13637	152	315	12354	1506	1550	177	1390	0	0.8044	0.822	0.7445	0.9263	0.7902	0.9379	0.8927	0.9266	0.7853	0.3557	0.2845	0	0.7242	0.000E+00	0.7174	0.000E+00
SPOT	162	4	630	567	645	582	3	1	5315	172	318	4592	1764	1822	177	1333	0	0.5499	0.5662	0.4469	0.8316	0.4822	0.8757	0.887	0.8192	0.7345	0.3678	0.1793	0	0.6736	0.000E+00	0.6682	0.000E+00
SPOT	163	4	631	618	646	633	3	2	13045	169	338	12573	1507	1558	177	1331	0	0.8594	0.8462	0.7796	0.9258	0.8308	0.9266	0.9209	0.904	0.8023	0.3352	0.2433	0	0.7507	0.000E+00	0.747	0.000E+00
SPOT	164	4	631	669	646	684	3	3	1616	193	337	1999	1449	1506	177	1309	0	0.3865	0.4681	0.2246	0.3574	0.3306	0.8701	0.774	0.8362	0.3842	0.3046	0.1214	0	0.6037	0.000E+00	0.3249	5.115E-15
SPOT	165	4	632	720	647	735	3	4	14235	212	353	12273	1328	1384	177	1306	0	0.7805	0.7957	0.7222	0.9341	0.7596	0.9435	0.9548	0.9379	0.8701	0.308	0.2513	0	0.8068	0.000E+00	0.8285	0.000E+00
SPOT	166	4	633	771	648	786	3	5	5961	166	338	4840	1347	1397	177	1300	0	0.6028	0.6074	0.5156	0.8466	0.5614	0.9266	0.9209	0.9209	0.8475	0.288	0.1812	0	0.8241	0.000E+00	0.8107	0.000E+00
SPOT	167	4	633	822	648	837	3	6	4207	172	309	4450	1605	1659	177	1287	0	0.7051	0.655	0.5403	0.7766	0.6307	0.9153	0.9718	0.8927	0.8531	0.3174	0.1606	0	0.7647	0.000E+00	0.7615	0.000E+00
SPOT	168	4	634	873	649	888	3	7	1805	184	321	1974	1478	1499	177	1258	0	0.306	0.3677	0.1658	0.2983	0.2275	0.8475	0.7571	0.8079	0.3051	0.3234	0.1179	0	0.6102	0.000E+00	0.3059	2.665E-13
SPOT	169	4	680	566	695	581	4	1	3303	158	317	4703	1535	1622	177	1329	0	1.007	0.9962	0.7732	0.7944	0.9666	0.9379	0.9718	0.9322	0.8588	0.2881	0.1523	0	0.7684	0.000E+00	0.8023	0.000E+00
SPOT	170	4	680	617	695	632	4	2	13347	180	340	14856	1440	1550	177	1327	0	1.019	1.057	0.9527	0.9204	1.038	0.9435	0.9548	0.9379	0.904	0.2906	0.2385	0	0.832	0.000E+00	0.8324	0.000E+00
SPOT	171	4	681	668	696	683	4	3	4774	203	361	5583	1308	1377	177	1305	0	0.9352	0.9489	0.7697	0.8454	0.8951	0.9322	0.9661	0.9266	0.9096	0.2765	0.1702	0	0.8205	0.000E+00	0.8545	0.000E+00
SPOT	172	4	682	719	697	734	4	4	5667	204	360	7407	1333	1373	177	1302	0	1.112	1.12	0.961	0.899	1.077	0.9661	0.9605	0.9492	0.8927	0.2986	0.2025	0	0.7741	0.000E+00	0.8319	0.000E+00
SPOT	173	4	682	771	697	786	4	5	6756	140	285	8907	1337	1396	177	1292	0	1.144	1.138	1.023	0.9171	1.127	0.9209	0.9548	0.9096	0.8588	0.3176	0.2244	0	0.7766	0.000E+00	0.8101	0.000E+00
SPOT	174	4	683	822	698	837	4	6	3779	188	383	2925	1092	1176	177	1287	0	0.5104	0.5147	0.395	0.727	0.4479	0.9831	0.9944	0.9774	0.9718	0.1898	0.1021	0	0.9288	0.000E+00	0.8402	0.000E+00
SPOT	175	4	684	873	699	888	4	7	1980	193	363	1022	1200	1278	177	1281	0	-0.09961	0.2215	-0.06371	-0.146	12.79	1	0.2655	0.9887	0.07345	0.2235	0.1513	0	0.7689	0.000E+00	0.2502	4.692E-09
SPOT	176	4	729	566	744	581	5	1	27603	185	750	36974	1466	2044	177	1333	0	1.295	1.303	1.251	0.9738	1.293	1	1	1	1	0.1194	0.09566	0	0.988	0.000E+00	0.9868	0.000E+00
SPOT	177	4	730	617	745	632	5	2	2970	182	340	3629	1360	1425	177	1322	0	0.8138	0.7969	0.5736	0.7536	0.6985	0.904	0.9718	0.8701	0.887	0.3158	0.1399	0	0.7181	0.000E+00	0.7684	0.000E+00
SPOT	178	4	731	668	746	683	5	3	3110	231	433	2953	1305	1371	177	1318	0	0.5724	0.6124	0.2873	0.5906	0.3344	0.8927	0.8814	0.8588	0.7853	0.3001	0.1479	0	0.6552	0.000E+00	0.6522	0.000E+00
SPOT	179	4	732	719	747	734	5	4	3268	151	519	3225	1179	1291	177	1315	0	0.6564	0.648	0.3444	0.6884	0.3897	0.9209	0.9153	0.9096	0.7966	0.3118	0.1752	0	0.7268	0.000E+00	0.6835	0.000E+00
SPOT	180	4	732	770	747	785	5	5	2047	184	341	2220	1500	1566	177	1304	0	0.3865	0.4434	0.2677	0.4636	0.3518	0.904	0.8249	0.887	0.4407	0.3143	0.1371	0	0.6382	0.000E+00	0.3645	8.831E-19
SPOT	181	4	733	821	748	836	5	6	2548	157	308	1988	1076	1124	177	1285	0	0.3814	0.3555	0.2845	0.6197	0.3229	0.8531	0.8588	0.8418	0.6497	0.3281	0.1602	0	0.6685	0.000E+00	0.5403	1.101E-40
SPOT	182	4	734	872	749	887	5	7	1457	166	312	1147	1423	1475	177	1275	0	-0.2138	0.8263	-0.2672	-0.3927	2.423	0.8927	0.2938	0.8588	0.1412	0.3232	0.2203	0	0.5781	0.000E+00	0.3223	9.771E-15
SPOT	183	4	779	565	794	580	6	1	8037	152	312	7773	1192	1269	177	1328	0	0.8346	0.859	0.728	0.9145	0.7796	0.9492	0.9661	0.9379	0.9209	0.3143	0.2077	0	0.794	0.000E+00	0.8512	0.000E+00
SPOT	184	4	780	616	795	631	6	2	8992	176	354	7610	1169	1259	177	1320	0	0.7306	0.7106	0.6546	0.9039	0.7008	0.9831	0.9944	0.9831	0.9661	0.2249	0.1601	0	0.9031	0.000E+00	0.9016	0.000E+00
SPOT	185	4	781	667	796	682	6	3	4910	148	294	4997	1249	1324	177	1316	0	0.7871	0.8027	0.6207	0.8212	0.7126	0.9322	0.9209	0.904	0.8588	0.3119	0.1978	0	0.7516	0.000E+00	0.7651	0.000E+00
SPOT	186	4	781	718	796	733	6	4	4025	127	320	4671	1228	1344	177	1307	0	0.8833	0.9012	0.7984	0.845	0.9351	0.904	0.9266	0.8814	0.8136	0.3352	0.2065	0	0.7013	0.000E+00	0.7254	0.000E+00
SPOT	187	4	782	770	797	785	6	5	3502	167	334	4237	1227	1276	177	1304	0	0.9025	0.9162	0.7186	0.8288	0.8422	0.9266	0.887	0.9153	0.7966	0.3213	0.1946	0	0.6545	0.000E+00	0.6945	0.000E+00
SPOT	188	4	783	821	798	836	6	6	3228	147	292	3466	1053	1113	177	1302	0	0.7832	0.7718	0.583	0.7759	0.6939	0.904	0.9266	0.8983	0.8023	0.3443	0.1995	0	0.6997	0.000E+00	0.6988	0.000E+00
SPOT	189	4	783	872	798	887	6	7	6843	134	299	5924	1141	1191	177	1287	0	0.7129	0.7219	0.6136	0.8721	0.6699	0.9379	0.9266	0.9379	0.8588	0.3102	0.2223	0	0.7701	0.000E+00	0.7797	0.000E+00
SPOT	190	4	829	565	844	580	7	1	353	162	333	1104	1124	1170	177	1332	0	-0.1047	0.8279	-0.0007734	-0.0007988	80.95	0.5141	0.4576	0.435	0.1073	0.4043	0.1512	0	0.05108	7.997E-01	0.1056	5.691E-02
SPOT	191	4	830	616	845	631	7	2	294	145	299	1055	1020	1074	177	1326	0	0.2349	0.7284	-0.01934	-0.01727	0.07577	0.4689	0.4972	0.3842	0.1582	0.4395	0.1321	0	0.07203	3.800E-01	0.04907	8.374E-01
SPOT	192	4	830	667	845	682	7	3	240	141	288	1096	1070	1121	177	1322	0	0.2626	0.942	0.09478	0.07533	6.312	0.435	0.4915	0.339	0.1299	0.4228	0.1276	0	0.09161	1.378E-01	0.05269	7.683E-01
SPOT	193	4	831	718	846	733	7	4	280	116	271	1164	1189	1228	177	1318	0	-0.1524	1.235	0.06245	0.04502	14.86	0.565	0.452	0.4859	0.09605	0.4143	0.1481	0	0.08891	1.611E-01	0.1291	9.902E-03
SPOT	194	4	832	769	847	784	7	5	312	142	297	1221	1165	1224	177	1302	0	0.3294	1.053	-0.01872	-0.01415	0.0249	0.4972	0.5141	0.435	0.1582	0.4275	0.1539	0	0.05936	6.295E-01	0.05988	6.184E-01
SPOT	195	4	833	820	848	835	7	6	349	148	308	1106	1133	1172	177	1300	0	-0.1343	0.9393	0.05781	0.04744	8.505	0.548	0.4407	0.5028	0.1186	0.404	0.144	0	0.103	6.856E-02	0.0815	2.414E-01
SPOT	196	4	833	871	848	886	7	7	268	128	270	1276	1231	1279	177	1280	0	0.3214	1.759	0.1088	0.06918	13.61	0.4746	0.4972	0.4011	0.1525	0.4393	0.142	0	0.04311	9.295E-01	0.04168	9.456E-01
